k,N,basis,basis_seed,mean_err_dense_U,std_err_dense_U,mean_err_dense_pred,std_err_dense_pred,mean_prefactor_dense_pred,std_prefactor_dense_pred
2,1,random_unitary,12345,1.9558107357396028,0.0,1.3357290884698454,0.0,1.3357290884698454,0.0
2,2,random_unitary,12345,1.038044495044057,0.0,0.02371651847076503,0.0,0.033540222073627925,0.0
2,4,random_unitary,12345,1.38941258819966,0.0,0.33030455340023884,0.0,0.6606091068004777,0.0
2,8,random_unitary,12345,2.6210257264230137,0.0,0.1223425811339274,0.0,0.3460370749906618,0.0
2,16,random_unitary,12345,2.6652555767551083,0.0,2.825622957375809,0.0,11.302491829503236,0.0
2,32,random_unitary,12345,3.29228886287104,0.0,2.344554550790974,0.0,13.262803373808621,0.0
2,64,random_unitary,12345,4.16665151198554,0.0,2.136377472859199,0.0,17.09101978287359,0.0
2,128,random_unitary,12345,4.971675157661768,0.0,2.121180105331447,0.0,23.998413385565783,0.0
2,256,random_unitary,12345,0.0,0.0,0.0,0.0,0.0,0.0
